NAME,REGISTERED POSITION,HEIGHT,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,AGE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ID,CLUB TEAM,Market Value,Salary,Contract Years Remaining,Yearly Wage Raise
Klos,0,178,30,84,79,62,57,63,86,66,44,48,43,57,60,61,36,79,37,36,36,40,80,46,60,78,78,72,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,35,4,4,3773,Rangers,280659,1606000,1,0.035
Letizi,0,187,30,83,86,65,70,63,83,64,44,53,50,49,70,70,36,73,37,36,36,46,80,55,52,78,85,63,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,33,4,5,3774,Rangers,984670,2524000,2,0.015
Ponroy,3,185,50,69,79,78,73,72,70,70,69,66,66,63,68,70,54,76,55,54,55,72,78,68,60,66,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,20,5,5,3775,Rangers,6453331,1629000,5,0.038
Bardsley,4,180,59,66,74,78,75,74,72,72,71,70,67,71,68,70,59,73,60,60,62,69,79,69,62,63,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,3776,Rangers,5941884,1444000,5,0.021
G. Rae,7,180,64,69,78,86,75,74,75,73,70,74,73,71,68,71,60,80,65,50,49,75,76,72,63,76,50,79,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,28,5,5,3777,Rangers,4448068,3187000,2,0.008
Adam,7,185,63,60,77,79,76,73,70,72,70,72,71,60,72,64,65,68,58,56,59,60,76,78,63,65,50,67,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,20,5,5,3778,Rangers,7046694,1691000,3,0.013
Burke,8,172,71,49,68,75,81,80,68,80,79,82,70,66,75,66,64,73,65,71,74,63,74,76,68,68,50,66,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,22,5,5,3779,Rangers,8155794,2318000,4,0.046
Cuthbert,3,188,45,71,85,73,70,67,71,69,68,63,63,62,67,65,53,79,54,53,50,76,74,69,60,70,50,66,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,4,4,3780,Celtic,7670325,1949000,3,0.024
Danny Simpson,4,175,64,64,75,78,75,74,70,70,69,71,71,66,69,71,58,74,58,54,63,66,74,70,66,65,50,63,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,4,4,3781,Manchester United,6817563,1209000,2,0.038
Nacho Novo,12,175,80,33,71,81,84,82,78,85,80,81,72,68,71,74,81,80,78,62,67,65,75,77,84,69,50,68,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,3782,Rangers,7948924,3643000,2,0.031
Steven Lennon,12,170,70,33,70,72,77,76,68,74,70,72,72,74,71,71,66,71,67,64,65,65,70,70,70,66,50,65,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,18,4,4,3783,Rangers,6153158,1262000,3,0.003
Bernard,4,175,72,64,75,85,82,79,76,80,79,75,72,74,73,74,67,78,69,52,62,73,76,77,80,69,50,70,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,3784,Newcastle United,6384650,2889000,3,0.029
Augustyn,3,191,51,71,76,73,70,71,72,67,64,65,65,67,66,66,50,75,53,53,51,72,73,65,55,64,50,66,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,18,4,4,3785,Bolton Wanderers,6588381,1143000,4,0.014
Javier Baraja,4,179,65,68,78,76,77,70,67,69,66,65,63,67,69,66,52,72,52,50,44,70,76,67,59,68,50,75,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,3786,R. Valladolid,2962312,1687000,4,0.04
Tourray,0,198,30,77,93,57,66,61,90,65,44,49,48,58,50,63,37,84,37,36,37,40,72,40,55,65,78,68,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,4,4,3787,Djurgardens IF,3994030,2069000,3,0.028
Johannesson,3,185,55,75,82,80,70,70,75,65,66,63,68,68,66,66,57,77,57,54,53,78,76,69,55,75,50,78,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,31,4,4,3788,Djurgardens IF,1953242,2391000,1,0.022
Concha,4,180,63,66,78,82,73,72,71,72,73,72,69,69,68,67,60,76,60,55,55,67,75,72,66,72,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,3789,Djurgardens IF,3627932,1736000,5,0.021
Stoltz,4,177,61,66,73,80,74,74,74,70,71,70,66,67,70,70,59,75,60,55,63,65,73,70,62,66,50,73,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,3790,Djurgardens IF,1791033,1328000,3,0.016
Barsom,5,172,68,68,69,85,75,75,78,80,76,76,81,75,72,72,69,75,69,66,66,68,75,80,63,70,50,72,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,3,5,3791,Djurgardens IF,4684500,3278000,5,0.022
Arneng,7,175,66,66,72,85,73,73,78,75,73,72,75,70,78,70,66,76,65,67,71,66,73,75,65,70,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,3792,Djurgardens IF,4416463,2039000,4,0.038
Magro,9,184,75,55,75,78,70,78,67,76,82,75,81,72,78,72,72,75,72,70,75,60,70,82,72,72,50,70,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,4,4,3793,Djurgardens IF,5720320,3290000,3,0.03
Hysén,8,179,78,35,72,79,84,87,80,84,78,84,68,70,75,76,76,78,78,68,68,65,75,76,84,70,50,68,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,3794,Sunderland,13409870,5579000,3,0.015
Kusi Asare,10,178,72,40,72,76,85,83,63,75,76,83,64,70,63,73,67,78,65,58,56,68,80,78,80,62,50,65,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,4,4,3795,Djurgardens IF,6246440,3683000,4,0.007
Wahlström,0,198,30,75,88,56,59,59,80,60,40,45,48,48,49,54,36,78,37,36,40,40,70,42,50,70,75,69,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,3,3,3796,Djurgardens IF,1049292,1070000,5,0.004
Storm,3,190,48,73,85,78,69,69,73,69,69,66,68,67,65,63,55,78,57,54,50,76,72,65,45,70,50,70,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,4,4,3797,Djurgardens IF,3334048,2233000,4,0.018
Ottesen,3,190,45,70,86,75,70,65,70,63,64,61,62,64,60,62,52,80,54,48,47,73,72,62,45,62,50,65,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,4,4,3798,Djurgardens IF,5103928,1448000,5,0.01
Rasck,4,178,61,64,73,80,73,74,70,70,73,72,66,67,68,67,62,75,62,55,50,65,70,68,62,66,50,67,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,37,4,4,3799,Djurgardens IF,65881,1266000,2,0.008
Boskailo,5,186,63,66,82,78,73,72,73,70,73,69,73,72,73,73,61,79,60,60,55,68,75,70,60,64,50,69,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,18,5,5,3800,Djurgardens IF,9910086,2327000,3,0.049
Henchoz,3,186,50,82,87,70,72,69,75,74,67,68,70,75,73,75,64,78,60,57,60,80,82,68,45,80,50,82,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,32,3,3,3801,Blackburn Rovers,2749464,5414000,1,0.01
Árnason,8,190,64,64,78,78,70,70,75,68,72,72,73,73,72,72,63,78,60,61,62,70,70,72,60,66,50,68,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,3802,Djurgardens IF,4385035,1971000,3,0.016
Batan,4,175,72,50,72,79,80,78,72,78,78,80,71,69,74,73,63,77,65,66,68,65,75,78,78,69,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,3803,Djurgardens IF,9750125,2656000,4,0.006
Davids,10,176,72,40,71,81,79,77,80,76,74,75,69,65,66,64,70,75,76,54,55,68,79,74,80,63,50,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,3804,Djurgardens IF,9221304,2050000,2,0.048
Tiago Quirino,12,179,74,43,72,80,86,85,72,80,76,83,69,72,70,74,73,80,76,65,68,72,77,76,80,68,50,63,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,3805,Djurgardens IF,13106665,3721000,3,0.021
Enrico Cardoso,9,176,73,33,71,76,80,82,64,82,81,80,72,70,68,64,70,73,74,72,72,65,80,82,76,67,50,63,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,22,5,5,3806,Djurgardens IF,10761846,2926000,3,0.037
Runje,0,185,30,83,86,65,73,73,84,73,45,52,59,62,68,73,36,77,37,37,36,45,84,63,59,71,82,59,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,4,4,3807,Besiktas,2674111,2236000,4,0.019
Gökhan Zan,3,192,53,76,81,70,71,76,73,74,65,63,62,65,63,61,58,76,65,53,50,68,80,65,68,65,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,5,5,3808,Besiktas,4610938,2085000,2,0.014
Avci,5,182,68,75,70,81,78,75,73,71,72,70,78,76,71,70,68,78,70,71,77,70,78,81,75,78,50,71,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,6,6,3809,Besiktas,5954164,3726000,5,0.036
Ibrahim Üzülmez,4,177,71,69,63,83,84,81,74,72,72,80,73,74,78,76,65,74,68,60,70,68,72,73,81,76,50,78,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,4,4,3810,Besiktas,2028389,2920000,2,0.031
Fahri Tatan,9,175,70,57,68,83,76,78,73,83,80,79,77,72,80,73,68,74,67,68,70,65,72,80,65,65,50,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,5,3811,Besiktas,9740177,2774000,5,0.022
Yilmaz,12,188,72,50,82,78,74,67,72,70,75,68,75,73,75,74,65,80,64,65,65,67,70,77,74,65,50,71,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,3812,Besiktas,7032576,2150000,5,0.027
Delgado,9,182,78,43,74,79,81,82,73,79,84,84,82,76,78,76,78,78,72,72,75,64,67,84,78,70,50,72,6,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,A,23,5,5,3813,Besiktas,16860462,6452000,2,0.051
Gokhan Gulec,12,182,75,38,77,80,76,75,78,73,74,73,72,66,64,68,70,79,78,80,64,63,65,75,81,68,50,69,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,3814,Besiktas,8560279,2247000,3,0.021
M. Nobre,12,183,80,40,79,74,80,85,76,76,74,78,65,69,67,72,80,83,82,63,54,83,77,75,78,73,50,69,4,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,26,5,5,3815,Besiktas,7925483,4589000,4,0.046
Kursunlu,0,185,30,77,80,59,69,72,86,71,45,50,44,58,57,64,38,80,40,38,40,45,81,58,67,65,80,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,4,4,3816,Besiktas,3236502,1393000,5,0.05
Murat Sahin,0,184,30,77,80,58,66,70,84,70,50,50,50,46,60,65,37,75,40,40,40,45,80,50,63,72,79,73,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,4,4,3817,Besiktas,1866000,1156000,2,0.022
Dogan,3,180,52,80,81,77,75,70,80,72,64,66,69,71,70,66,54,80,56,61,58,72,76,68,54,79,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,30,6,6,3818,Besiktas,3587719,3644000,2,0.002
Kurtulus,4,184,61,65,76,80,78,78,70,75,74,74,67,65,69,69,59,76,63,60,64,65,74,75,67,65,50,67,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,3819,Besiktas,8976685,2285000,2,0.003
Baki Mercimek,3,184,60,73,80,81,76,72,74,73,74,74,69,69,73,71,60,78,60,60,65,72,75,74,63,70,50,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,4,4,3820,Besiktas,5977956,2554000,2,0.009
Mehmet Sedef,4,180,64,61,72,82,80,78,71,75,74,75,71,69,74,73,62,76,61,62,65,64,75,75,67,66,50,73,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,3821,Besiktas,10228613,2171000,5,0.02
Ali Tandogan,4,175,72,60,71,85,80,76,77,75,75,75,73,71,78,77,66,80,67,81,80,67,70,77,70,77,50,77,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,3822,Besiktas,5921182,4215000,4,0.007
Karabulut,8,178,67,46,72,79,80,78,68,76,75,75,69,65,70,70,65,73,64,60,66,62,73,75,74,65,50,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,18,4,4,3823,Besiktas,9564909,1994000,4,0.039
Günes,8,176,75,62,74,80,82,80,71,78,77,78,72,74,73,75,69,76,72,65,68,76,77,78,72,72,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,6,6,3824,Besiktas,5796497,3477000,2,0.048
Kleberson,9,175,73,64,70,85,81,80,77,82,81,84,83,80,82,76,67,80,67,73,75,70,77,85,70,64,50,80,7,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,A,27,6,6,3825,Besiktas,12388417,8086000,3,0.05
Kenan Ozer,8,170,72,41,65,80,78,81,70,80,76,77,67,65,67,67,68,72,68,62,65,63,75,75,72,63,50,63,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,3826,Besiktas,9471105,2009000,4,0.026
Deivson,12,186,75,30,82,76,84,80,73,77,79,83,69,69,66,67,75,83,77,55,53,72,78,75,83,66,50,66,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,3827,Besiktas,12871634,3323000,3,0.017
Ricardinho,5,176,75,60,69,81,75,75,81,79,84,72,90,72,88,75,80,78,72,84,81,66,72,86,72,66,50,84,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,30,4,4,3828,Besiktas,8630652,8488000,3,0.054
Emre Ozkan,4,182,61,62,73,80,74,74,70,72,70,67,70,65,69,69,58,74,58,59,60,68,72,73,60,63,50,67,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,17,5,5,3829,Besiktas,8137493,1515000,4,0.03
Can Arat,3,191,56,70,84,80,74,70,68,69,67,66,69,67,68,67,60,79,63,60,58,70,74,71,63,67,50,67,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,5,5,3830,Fenerbahçe,5913606,1943000,2,0.048
Önder,3,186,61,70,79,84,77,69,74,72,77,75,75,73,77,74,64,80,67,74,76,72,75,74,64,70,50,73,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,5,5,3831,Fenerbahçe,6520633,3340000,2,0.009
Marco Aurélio,7,178,65,69,72,84,80,72,69,74,74,78,73,70,73,72,69,81,72,72,75,73,69,80,60,70,50,77,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,3832,Fenerbahçe,4784825,3568000,5,0.011
Alex,9,175,84,45,66,75,80,82,71,81,83,79,88,78,85,76,84,81,85,80,87,76,76,88,73,69,50,75,6,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,A,29,4,4,3833,Fenerbahçe,16878000,12676000,2,0.076
Sentürk,12,183,76,40,79,74,80,78,75,75,74,74,73,71,70,70,77,80,78,64,60,76,75,77,80,71,50,78,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,5,3834,Fenerbahçe,8421498,2519000,5,0.001
Kulbilge,0,186,30,76,82,62,65,66,81,67,54,50,52,53,56,55,38,78,40,38,41,43,76,50,62,69,78,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,4,4,3835,Fenerbahçe,2130786,1137000,4,0.019
Edu Dracena,3,187,53,81,84,80,71,70,72,71,68,65,68,64,65,62,59,86,65,50,49,83,82,70,60,62,50,76,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,5,5,3836,Fenerbahçe,9106206,3705000,4,0.037
Baris,4,184,57,74,80,81,80,74,75,75,78,77,72,72,76,73,60,78,62,54,60,75,76,74,62,73,50,72,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,6,6,3837,Fenerbahçe,4732500,2952000,5,0.025
Kemal,8,176,69,68,70,83,83,82,75,78,72,76,70,67,72,69,64,78,65,60,65,70,75,74,65,66,50,75,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,5,5,3838,Fenerbahçe,6221251,2871000,2,0.017
Adin,8,173,67,43,66,76,75,77,67,76,74,74,72,70,71,70,65,76,66,65,67,67,74,75,70,65,50,63,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,4,4,3839,Fenerbahçe,6232001,1403000,3,0.031
Boral,8,178,73,50,72,84,80,78,73,76,75,75,70,70,73,72,68,77,67,60,66,65,71,76,72,69,50,69,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,4,4,3840,Fenerbahçe,6132359,2054000,5,0.008
Gürsoy,8,170,66,39,59,74,83,83,67,82,74,77,71,65,75,67,66,70,60,68,69,60,75,77,72,59,50,60,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,19,4,4,3841,Fenerbahçe,10192325,2127000,2,0.005
Deivid,12,180,80,40,78,75,81,80,80,78,82,76,76,68,75,65,80,81,84,75,70,80,84,82,78,70,50,70,4,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,3842,Fenerbahçe,9121687,4888000,5,0.053
Mehmet,8,181,74,66,74,77,79,83,72,84,78,75,70,68,79,76,64,75,65,77,78,69,75,76,70,69,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,3,2,3843,Fenerbahçe,6085259,3365000,2,0.027
Zengin,4,177,63,54,70,78,75,76,74,75,72,71,69,65,66,65,64,72,73,63,64,68,70,72,72,66,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,3844,Fenerbahçe,5710525,1602000,5,0.009
Mondragon,0,189,35,88,80,65,67,75,91,75,58,52,54,62,64,60,40,83,50,38,43,44,88,55,81,63,88,73,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,35,4,4,3845,Galatasaray,898356,4910000,1,0.001
Cihan H.,8,184,72,68,74,80,79,81,76,75,77,78,75,74,78,75,71,76,69,73,72,78,74,81,77,74,50,71,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,6,5,3846,Galatasaray,7631650,3828000,4,0.036
Orhan Ak,4,179,65,75,75,81,82,80,71,72,72,73,71,74,76,74,62,79,59,55,60,76,79,71,72,68,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,4,5,3847,Galatasaray,5433330,3076000,4,0.036
Carrusca,8,172,71,50,68,79,81,81,71,83,84,77,77,73,80,73,72,77,74,76,78,65,74,84,74,64,50,64,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,23,4,4,3848,Galatasaray,12674456,3616000,2,0.016
Sabri,4,170,71,75,70,82,83,80,81,86,78,75,80,70,76,75,75,74,76,72,73,70,73,75,79,64,50,71,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,5,5,3849,Galatasaray,15724817,4224000,3,0.068
Hasan Sas,11,177,80,52,78,88,84,87,82,88,88,80,77,71,80,75,79,78,85,73,77,78,82,83,86,69,50,71,5,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,B,30,5,5,3850,Galatasaray,15534721,11597000,5,0.041
Ümit Karan,12,181,81,44,79,79,83,82,80,70,71,75,65,67,62,64,81,84,82,53,65,78,76,75,84,69,50,70,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,3851,Galatasaray,4555600,3954000,2,0.001
Aykut Ercetin,0,187,30,79,78,56,60,63,85,70,51,46,58,60,50,60,35,76,40,35,40,45,83,43,52,66,81,66,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,24,4,4,3852,Galatasaray,3780292,1526000,3,0.035
Renato,3,183,50,68,77,74,72,73,73,72,66,63,66,69,67,71,54,77,56,57,55,75,75,68,60,65,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,4,4,3853,Sporting Lisbon,6926426,1717000,2,0.009
Ugur Uçar,4,180,57,70,74,80,79,77,73,72,75,73,66,63,65,67,60,75,58,56,62,69,77,75,68,70,50,69,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,19,5,5,3854,Galatasaray,9035652,2379000,2,0.035
Ergün Penbe,5,176,72,73,70,85,73,70,75,70,82,70,80,72,86,80,73,76,66,80,86,70,72,84,70,78,50,83,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,A,34,4,3,3855,Galatasaray,1479376,5284000,2,0.038
Mehmet Güven,5,183,54,66,73,76,73,71,72,70,70,71,69,67,68,67,62,78,61,53,54,67,75,71,65,66,50,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,3856,Galatasaray,6794883,1556000,5,0.038
Montervino,7,181,63,68,74,87,76,74,75,75,74,74,74,75,74,73,62,76,64,63,63,75,75,75,68,74,50,78,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,28,5,5,3857,Napoli,4837494,3486000,5,0.008
Ayhan Akman,9,173,76,58,72,79,83,84,75,78,80,82,74,75,75,68,72,74,70,64,66,70,77,78,75,70,50,72,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,A,29,6,7,3858,Galatasaray,5919000,3726000,2,0.026
Aydin Yilmaz,9,176,67,40,65,72,78,80,70,77,82,76,68,65,68,65,69,76,66,62,60,64,76,78,76,66,50,66,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,18,5,5,3859,Galatasaray,11320810,1827000,4,0.012
Okan Buruk,9,169,76,55,65,84,81,85,76,85,82,78,81,73,81,75,80,75,82,72,72,81,82,82,81,75,50,70,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,33,5,5,3860,Galatasaray,3209723,8396000,2,0.037
Hakan Sükür,12,191,82,36,86,73,74,70,78,70,79,65,74,76,64,67,82,81,80,56,56,93,89,80,74,63,50,78,6,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,35,5,5,3861,Galatasaray,856187,4745000,2,0.044
Hasan Kabze,12,185,77,35,80,78,77,75,83,74,74,77,71,68,73,69,81,78,76,54,58,83,81,77,78,71,50,74,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,6,6,3862,Galatasaray,8942487,2862000,2,0.01
Fevzi Elmas,0,182,30,76,80,56,59,60,81,68,50,44,56,60,51,62,36,78,38,37,39,43,79,45,57,64,80,65,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,4,4,3863,Galatasaray,3330174,995000,4,0.015
Emre Asik,3,184,55,76,85,80,73,65,78,68,63,60,62,63,64,63,54,76,55,54,53,75,81,63,53,60,50,66,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,32,5,5,3864,Galatasaray,1417528,2102000,3,0.022
