overall,id,player_name,position_name,registered_position,age,nationality,height,weight,club_id,attack,defense,balance,stamina,top_speed,acceleration,technique,mentality,team_work,consistency
75,1618,Norbert,Unknown,4,26,France,180,76,60,63,60,71,81,72,77,70,65,60,7
75,1674,Parnaby,Unknown,8,24,England,178,70,3,69,66,72,80,79,76,74,70,74,6
75,1683,Mears,Unknown,4,23,England,178,74,138,70,70,74,80,75,77,75,70,71,6
75,1687,Catermole,Unknown,7,18,England,178,76,3,62,55,78,81,75,76,75,75,69,4
75,1692,Wheater,Unknown,3,19,England,186,78,3,46,70,79,72,74,70,67,61,62,4
75,1698,Walker,Unknown,7,17,England,181,76,3,60,66,75,78,75,74,75,70,71,4
75,1716,Huntington,Unknown,3,19,England,191,80,43,55,68,82,76,73,72,67,65,66,3
75,1735,Jason Pearce,Unknown,3,18,England,180,80,26,50,69,78,78,70,70,65,67,65,4
75,1739,Shorey,Unknown,4,25,England,175,67,72,66,63,72,81,74,73,76,69,71,4
75,1743,Kitson,Unknown,12,26,England,191,79,72,77,55,84,74,72,69,69,70,70,4
75,1749,Gunnarsson,Unknown,5,31,Iceland,185,77,72,63,66,80,82,73,73,72,71,73,5
75,1767,McFadzean,Unknown,3,19,England,186,84,77,53,71,83,74,76,70,66,67,63,4
75,1778,Short,Unknown,3,38,England,185,86,77,45,81,86,70,65,60,63,70,80,5
75,1779,Leigertwood,Unknown,5,23,England,188,78,77,50,70,77,80,72,70,74,68,62,5
75,1823,Osbourne,Unknown,5,18,England,188,79,19,57,68,80,80,79,72,73,62,63,4
75,1825,Bangura,Unknown,7,18,Sierra Leone,175,73,132,60,51,74,77,80,80,72,66,69,4
75,1853,Reid,Unknown,8,18,England,178,78,129,65,45,74,76,79,72,77,66,65,5
75,1865,McMillan,Unknown,4,30,Scotland,173,76,1,58,71,74,80,73,71,69,72,70,5
75,1903,Valverde,Unknown,0,23,France,185,78,111,30,73,79,59,60,66,50,66,58,4
75,1925,Ferrand,Unknown,0,20,France,183,73,107,30,72,79,58,64,66,47,66,65,4
75,1935,De Melo,Unknown,12,21,Brazil,191,85,107,75,36,80,76,74,71,73,65,63,4
75,1936,Lucau,Unknown,12,22,DR Congo,177,74,107,76,45,64,70,88,86,77,71,66,4
75,1957,Lacourt,Unknown,7,20,France,180,71,109,66,62,72,78,77,76,74,67,65,4
75,1981,Olsson,Unknown,4,18,Sweden,178,80,78,60,62,75,78,78,73,68,63,68,4
75,1988,Marchal,Unknown,3,26,France,184,80,116,65,75,80,80,74,72,69,71,68,4
75,2010,Dansoko,Unknown,10,24,Cote d'Ivoire,177,70,116,64,55,70,78,78,77,70,67,65,4
75,2028,Zubar,Unknown,3,21,France,186,80,64,52,73,85,78,74,69,63,58,58,4
75,2045,Ba Khalifa,Unknown,3,21,France,188,72,64,54,72,78,76,72,69,68,60,63,4
75,2058,Martin,Unknown,8,18,France,178,73,31,67,43,74,78,79,77,74,65,64,3
75,2068,Chrétien,Unknown,4,22,France,179,68,133,60,67,69,82,73,72,66,67,72,4
75,2070,Berenguer,Unknown,5,25,France,178,75,133,60,66,61,79,74,77,82,63,72,5
75,2073,Zerka,Unknown,8,25,France,183,77,133,64,63,75,80,78,77,70,70,70,3
75,2080,Müller,Unknown,11,17,Germany,186,74,5,72,45,71,77,77,76,75,71,70,4
75,2085,Curbelo,Unknown,12,30,France,176,76,133,72,41,75,76,73,70,74,70,64,5
75,2089,Guerriero,Unknown,5,21,France,178,74,133,60,66,78,84,75,75,66,74,74,5
75,2099,El Mourabet,Unknown,3,19,France,184,80,60,52,69,78,78,76,75,70,65,64,4
75,2107,Payet,Unknown,12,19,France,174,70,60,71,38,69,79,75,76,80,66,68,4
75,2112,Varrault,Unknown,4,26,France,182,70,108,61,66,71,85,75,73,70,74,71,5
75,2121,Gace,Unknown,3,20,France,180,77,108,49,68,79,77,74,72,68,65,68,3
75,2127,Gray,Unknown,12,21,France,178,64,108,72,36,75,73,80,79,76,65,60,5
75,2140,Badiane,Unknown,3,23,France,182,72,117,48,77,70,77,83,73,69,67,64,4
75,2150,Baning,Unknown,5,21,Cameroon,193,80,36,60,64,81,80,80,76,72,64,64,4
75,2189,Tiene,Unknown,5,24,Cote d'Ivoire,176,72,43,70,63,78,80,78,77,74,69,69,4
75,2191,Hautcoeur,Unknown,7,24,France,177,72,43,65,65,70,81,72,70,76,67,70,4
75,2233,Afolabi,Unknown,3,26,Nigeria,183,75,134,54,71,78,75,82,76,68,66,65,4
75,2235,Potillon,Unknown,4,32,France,179,74,134,64,68,73,83,75,70,75,66,65,6
75,2251,Erding,Unknown,12,19,Turkey,180,85,134,67,35,80,73,74,73,74,64,64,4
75,2265,Taïder,Unknown,7,23,Tunisia,182,67,102,69,72,78,87,79,74,75,70,78,6
75,2283,Westberg,Unknown,0,20,United States,183,76,106,30,72,75,57,68,69,56,60,60,4
75,2287,Berkak,Unknown,4,22,France,168,63,106,55,61,67,76,82,80,65,65,65,5
75,2288,Amzine,Unknown,8,33,Morocco,178,70,106,64,67,71,82,76,75,70,74,79,5
75,2291,Ba,Unknown,12,27,France,186,87,106,74,36,81,78,76,71,73,65,65,4
75,2294,Faivre,Unknown,9,25,France,180,70,106,62,65,70,79,75,73,71,65,60,4
75,2299,Mater,Unknown,4,26,France,178,70,115,65,65,73,81,74,73,76,71,72,4
75,2300,Silvestri,Unknown,4,34,France,177,77,115,63,67,73,78,75,74,75,74,74,4
75,2301,Saez,Unknown,5,24,France,170,63,115,63,66,74,84,73,73,73,67,70,4
75,2329,Boccolini,Unknown,0,22,Italy,186,71,22,30,70,74,60,65,68,39,64,66,4
75,2335,Perrulli,Unknown,8,21,Italy,180,80,22,69,46,72,76,78,76,75,67,68,4
75,2369,Semedo,Unknown,5,21,Portugal,181,80,126,52,73,78,77,80,76,72,65,64,4
75,2372,Del Grosso,Unknown,4,23,Italy,171,63,126,65,64,70,80,75,74,76,68,69,4
75,2382,Silvestri,Unknown,4,31,Italy,182,77,42,50,77,82,80,69,68,65,75,74,4
75,2383,Biso,Unknown,7,29,Italy,177,67,42,64,66,74,83,75,74,75,73,74,4
75,2395,Perna,Unknown,8,26,Italy,177,69,99,66,42,73,82,77,75,74,63,65,4
75,2421,Rickler,Unknown,3,19,Italy,196,87,87,45,69,84,72,70,69,66,64,66,3
75,2423,Garzon,Unknown,7,24,Italy,178,71,87,66,64,72,80,78,77,75,71,68,4
75,2441,Ascoli,Unknown,4,27,Italy,185,73,65,50,75,83,76,69,68,68,66,66,4
75,2460,Gobbi,Unknown,7,25,Italy,183,79,37,67,67,81,80,72,72,76,70,73,5
75,2491,Belleri,Unknown,4,29,Italy,175,70,80,64,67,72,80,75,71,70,70,70,5
75,2492,De Silvestri,Unknown,4,18,Italy,187,79,80,63,61,72,74,79,77,73,67,66,4
75,2493,Firmani,Unknown,5,28,Italy,178,69,80,63,69,73,86,73,73,72,67,70,4
75,2512,Fanucci,Unknown,3,27,Italy,180,75,81,50,77,79,72,73,65,65,72,69,4
75,2520,Paulinho,Unknown,12,20,Brazil,176,72,81,69,33,71,82,80,81,75,63,66,5
75,2540,Straus,Unknown,8,19,Slovenia,166,68,24,70,30,66,76,77,76,76,64,65,4
75,2594,Savi,Unknown,5,19,Italy,181,76,99,65,66,72,81,74,76,75,65,68,4
75,2600,Paponi,Unknown,12,18,Italy,179,66,99,70,35,71,76,75,76,74,65,68,5
75,2616,Giosa,Unknown,5,23,Italy,184,72,120,55,70,79,77,74,74,72,65,66,4
75,2621,Zubikarai,Unknown,0,22,Spain,185,73,51,30,74,76,58,66,69,52,66,67,4
75,2632,Faty,Unknown,5,20,France,192,77,79,62,65,78,77,75,71,74,64,65,3
75,2656,Parola,Unknown,5,27,Italy,179,74,125,67,65,74,81,73,73,70,66,69,5
75,2677,Molinaro,Unknown,4,23,Italy,178,72,95,66,62,74,79,77,75,74,68,65,5
75,2698,Orfei,Unknown,4,30,Italy,182,78,83,65,60,75,82,75,70,67,68,67,5
75,2723,De Martino,Unknown,5,20,Italy,181,76,37,60,64,79,83,75,73,70,63,63,4
75,2739,Delorge,Unknown,8,27,Belgium,178,72,59,72,63,72,81,77,76,73,69,73,5
75,2745,Kum,Unknown,3,21,Netherlands,182,70,59,45,69,80,76,72,70,66,66,63,4
75,2765,Manucharyan,Unknown,11,19,Armenia,176,69,45,68,41,62,70,75,79,80,63,68,3
75,2771,Gudjonsson,Unknown,8,26,Iceland,175,74,29,68,60,80,79,73,69,80,65,63,4
75,2780,Steinsson,Unknown,4,24,Iceland,189,82,29,65,66,74,80,75,74,74,67,73,4
75,2781,De Zeeuw,Unknown,5,23,Netherlands,174,71,29,62,69,73,80,77,76,73,66,72,5
75,2789,Lens,Unknown,12,18,Netherlands,183,79,29,70,37,75,78,77,75,74,66,65,3
75,2791,Van Nieuwstadt,Unknown,2,26,Netherlands,186,80,96,50,74,80,77,72,70,64,68,68,4
75,2805,Zijm,Unknown,4,28,Netherlands,180,73,46,64,66,72,82,74,72,70,73,75,4
75,2806,Buikema,Unknown,5,30,Netherlands,184,73,113,67,60,79,82,77,77,72,76,77,5
75,2837,Matthijs,Unknown,5,30,Netherlands,176,77,135,63,69,75,81,75,73,72,76,76,5
75,2846,Florén,Unknown,4,30,Sweden,178,72,135,56,69,78,85,74,69,68,70,72,4
75,2847,Van de Laak,Unknown,7,24,Netherlands,182,73,135,72,57,72,80,80,77,69,70,65,4
75,2849,Fledderus,Unknown,8,23,Netherlands,178,71,135,72,50,74,76,78,74,75,65,63,4
75,2856,J. Drost,Unknown,4,19,Netherlands,183,78,12,61,64,71,78,75,74,73,63,64,4
75,2871,Will Johnson,Unknown,10,19,Canada,177,72,12,71,45,72,79,79,80,60,65,66,5
75,2872,Tarvajärvi,Unknown,12,23,Finland,186,88,12,69,33,83,76,75,70,74,67,68,4
75,2876,Breuer,Unknown,3,26,Netherlands,183,86,12,52,72,75,78,72,72,60,65,63,5
75,2881,Wuytens,Unknown,3,21,Belgium,189,77,131,53,71,81,79,74,76,75,66,67,4
75,2893,Looms,Unknown,4,25,Netherlands,192,73,131,60,66,76,81,74,71,69,70,74,4
75,2894,De Vries,Unknown,5,27,Netherlands,176,71,131,65,64,75,82,77,76,71,70,71,4
75,2896,Michalke,Unknown,10,30,Germany,178,72,131,76,36,73,80,76,73,73,69,71,5
75,2911,Pietersma,Unknown,0,19,Netherlands,186,86,136,30,71,76,56,66,64,45,63,57,3
75,2912,Van Engelen,Unknown,3,21,Netherlands,180,71,136,50,72,75,73,72,70,66,65,63,4
75,2920,Veenstra,Unknown,10,19,Netherlands,182,82,136,68,40,74,74,77,76,75,64,64,3
75,2933,Pothuizen,Unknown,3,34,Netherlands,183,73,124,57,73,82,72,66,69,66,76,76,4
75,2941,Jans,Unknown,12,25,Netherlands,193,78,124,74,38,82,78,74,72,73,70,71,5
75,2975,Janssen,Unknown,12,20,Netherlands,189,75,129,72,38,70,74,77,75,73,68,67,4
75,2977,Putter,Unknown,12,24,Netherlands,184,80,129,73,36,78,79,75,70,72,68,65,4
75,2983,Meeuwis,Unknown,7,25,Netherlands,173,73,137,66,63,67,81,77,75,70,66,74,5
75,2984,Augustien,Unknown,8,20,Netherlands,181,75,137,68,66,79,76,76,73,76,69,65,5
75,2993,Leemans,Unknown,5,23,Belgium,187,74,137,65,68,80,80,74,74,72,70,72,4
75,3006,Polak,Unknown,4,30,Netherlands,180,74,112,68,56,68,79,74,76,73,68,68,4
75,3008,Medunjanin,Unknown,9,21,Netherlands,187,78,112,65,60,74,79,77,76,74,65,65,4
75,3017,Vlug,Unknown,9,20,Netherlands,178,67,112,66,45,68,72,74,76,76,65,66,3
75,3043,Gerritsen,Unknown,10,19,Netherlands,181,72,127,67,40,74,75,76,77,74,63,60,3
75,3050,De Jong,Unknown,7,36,Netherlands,175,68,32,60,74,74,83,69,71,78,80,80,6
75,3064,Rossini,Unknown,12,20,Italy,190,77,17,69,32,84,70,73,70,72,65,65,3
75,3076,Velthuizen,Unknown,0,19,Netherlands,189,88,16,30,70,78,56,63,65,46,67,65,3
75,3079,Verhaegh,Unknown,4,23,Netherlands,178,75,16,62,65,67,79,80,76,73,69,64,4
75,3080,Suart,Unknown,4,20,Netherlands,173,71,16,67,65,69,77,79,78,68,65,69,3
75,3091,Meulens,Unknown,10,18,Netherlands,183,74,16,69,35,73,78,76,78,74,67,66,4
75,3100,Keenan,Unknown,8,24,England,172,68,73,68,57,71,75,76,75,75,65,68,4
75,3109,Nardini,Unknown,7,20,Netherlands,177,74,120,68,52,69,73,75,76,78,63,66,4
75,3113,Wilmet,Unknown,10,20,Belgium,182,74,73,70,40,73,74,80,75,73,65,66,4
75,3116,Ustaritz,Unknown,3,23,Spain,182,69,138,56,70,79,80,73,70,69,70,68,3
75,3144,Peña,Unknown,4,23,Spain,181,77,66,52,70,73,76,76,73,70,67,67,4
75,3145,Jordi Gómez,Unknown,7,21,Spain,178,74,36,65,58,73,80,73,72,72,72,69,3
75,3148,Paco Montañés,Unknown,8,20,Spain,172,70,20,66,59,64,82,75,76,73,68,70,3
75,3161,Nano,Unknown,3,26,Spain,185,79,67,58,78,77,83,75,77,68,70,73,5
75,3170,Maldonado,Unknown,12,25,Spain,179,73,67,71,34,72,78,77,79,75,67,62,4
75,3177,Borja Oubiña,Unknown,5,28,Spain,182,74,92,64,66,75,82,75,74,76,68,73,5
75,3205,Rodri,Unknown,3,22,Spain,185,78,119,50,70,79,78,76,72,69,68,65,5
75,3211,Taborda,Unknown,12,25,Uruguay,189,84,119,74,34,85,74,73,71,73,70,70,4
75,3214,Alcántara,Unknown,4,21,Spain,178,73,119,64,67,66,78,80,75,69,65,66,3
75,3219,Moisés,Unknown,5,25,Spain,185,85,105,60,68,81,81,73,72,74,65,75,4
75,3235,Corominas,Unknown,8,23,Spain,170,63,105,68,45,68,71,80,77,76,66,60,5
75,3241,Belenguer,Unknown,3,33,Spain,180,74,93,58,79,75,77,76,68,68,76,69,5
75,3247,Redondo,Unknown,8,24,Spain,183,70,93,70,46,73,76,77,72,77,70,68,4
75,3263,Ruz,Unknown,4,20,Spain,180,70,123,61,64,72,77,76,74,69,65,70,3
75,3280,Calros Merino,Unknown,9,26,Spain,173,71,123,71,54,70,77,80,74,73,69,68,4
75,3281,Ismael,Unknown,12,31,Spain,174,72,123,73,40,71,80,81,76,75,69,64,4
75,3291,Aitor,Unknown,8,30,Spain,175,70,130,72,50,75,81,76,72,73,71,70,5
75,3294,José Ramón,Unknown,0,19,Spain,186,72,130,40,74,77,52,66,67,44,65,56,3
75,3295,Giubilato,Unknown,3,30,Italy,190,81,128,54,72,75,77,73,72,68,71,71,4
75,3306,Ze Maria,Unknown,4,33,Brazil,175,73,75,75,68,71,85,75,76,81,72,86,6
75,3320,S. N'Diaye,Unknown,5,30,Senegal,178,68,75,65,68,79,88,76,77,67,67,58,5
75,3328,Roberto,Unknown,0,19,Spain,193,86,20,30,70,77,57,64,66,44,63,60,3
75,3330,de las Cuevas,Unknown,8,20,Spain,167,65,20,70,49,66,73,73,75,77,65,63,4
75,3335,Jurado,Unknown,9,20,Spain,173,73,20,70,45,63,73,72,75,81,67,60,3
75,3365,Dorado,Unknown,4,28,Spain,181,77,69,69,65,74,79,80,74,73,68,67,4
75,3367,Tuni,Unknown,8,24,Spain,181,72,69,75,58,76,77,73,75,71,68,69,4
75,3393,Oriol,Unknown,3,25,Spain,183,70,139,57,73,75,80,74,73,72,69,69,5
75,3395,Pinillos,Unknown,4,32,Spain,173,71,139,63,62,72,80,75,74,71,74,72,5
75,3406,Regragui,Unknown,4,31,Morocco,178,66,139,69,67,71,83,78,76,74,70,74,5
75,3407,Neru,Unknown,4,32,Spain,182,76,139,56,74,82,77,72,68,70,68,65,4
75,3416,Vitolo,Unknown,5,23,Spain,168,68,139,62,66,63,83,80,75,74,67,73,4
75,3424,Jabier Garrido,Unknown,4,21,Spain,178,75,51,73,63,66,78,81,71,79,70,61,5
75,3430,Ansotegui,Unknown,3,24,Spain,188,86,51,53,72,83,75,73,68,67,66,66,3
75,3434,Diego Rivas,Unknown,5,26,Spain,180,80,51,67,71,75,83,75,74,73,68,67,5
75,3456,Martí,Unknown,5,31,Spain,180,74,47,63,74,72,82,77,73,73,77,73,5
75,3474,Gavilán,Unknown,8,21,Spain,178,71,65,70,48,70,76,76,73,80,68,60,4
75,3479,Cerra,Unknown,4,23,Spain,177,69,44,65,63,71,80,78,74,73,68,70,4
75,3494,Josico,Unknown,5,31,Spain,177,73,100,71,68,76,81,73,72,72,72,74,5
75,3500,Sergio,Unknown,3,29,Spain,191,81,118,57,76,88,75,73,65,71,60,63,4
75,3526,Odjidja Ofoe,Unknown,3,17,Belgium,183,80,6,55,70,80,80,76,75,73,65,68,3
75,3527,Chelk Tiote,Unknown,3,20,Cote d'Ivoire,180,79,6,55,73,80,73,75,71,69,66,67,4
75,3528,De Man,Unknown,5,23,Belgium,180,75,6,58,71,80,82,76,75,68,70,72,4
75,3529,Lamah,Unknown,8,18,Belgium,180,71,6,67,42,71,70,83,74,75,63,60,3
75,3544,Vermeulen,Unknown,5,19,Belgium,185,75,4,60,64,78,80,73,70,72,68,72,4
75,3560,Sivok,Unknown,5,23,Czech Republic,185,71,141,62,70,74,82,75,78,72,70,74,5
75,3572,Libor Dosek,Unknown,12,28,Czech Republic,199,93,141,73,28,84,80,74,72,73,70,68,5
75,3584,Nikolaj Hansen,Unknown,3,19,Denmark,186,77,50,53,69,80,78,73,70,70,68,69,4
75,3586,Kvist,Unknown,7,21,Denmark,184,78,50,60,65,78,78,77,74,74,68,66,4
75,3587,Brandrup,Unknown,8,21,Denmark,184,78,50,66,60,75,77,78,76,75,66,68,4
75,3589,Bertolt,Unknown,9,22,Denmark,184,74,50,67,49,73,76,75,74,76,66,66,4
75,3601,Fürstner,Unknown,5,19,Germany,180,80,5,66,65,74,80,74,72,70,64,69,4
75,3623,Panagopoulos,Unknown,0,19,Greece,180,80,28,30,70,82,59,65,67,45,61,64,3
75,3625,Taralidis,Unknown,9,25,Greece,192,85,28,70,57,83,77,73,71,76,68,64,4
75,3645,Leontiou,Unknown,5,22,Greece,182,70,32,73,60,65,78,79,77,83,65,82,4
75,3663,Cavenaghi,Unknown,12,26,Argentina,172,79,111,84,46,76,73,74,64,77,70,77,5
75,3665,G. Bartolucci,Unknown,4,22,Italy,183,74,95,57,68,75,76,75,73,71,66,67,3
75,3675,Skjelbred,Unknown,7,19,Norway,175,62,86,65,64,65,80,80,76,72,64,69,5
75,3679,Nordvik,Unknown,3,19,Norway,184,82,86,60,64,80,80,74,73,68,65,69,4
75,3680,Stensaas,Unknown,4,35,Norway,179,77,86,66,66,69,82,75,70,73,75,78,5
75,3681,Tettey,Unknown,7,20,Ghana,180,68,86,60,65,72,80,80,76,72,67,68,4
75,3701,Tiago Gomes,Unknown,4,20,Portugal,175,70,70,63,58,70,76,78,80,72,60,62,4
75,3704,João Coimbra,Unknown,9,20,Portugal,183,82,70,67,40,76,78,76,75,76,64,65,4
75,3741,Miguel Garcia,Unknown,4,23,Portugal,179,74,88,65,69,72,82,78,76,74,58,66,5
75,3749,Telfer,Unknown,4,35,Scotland,175,72,46,68,60,75,83,75,69,74,69,74,4
75,3755,Lawson,Unknown,5,22,Scotland,175,74,117,62,66,77,80,75,74,73,72,70,4
75,3769,Steven Smith,Unknown,4,21,Scotland,178,69,9,64,64,67,79,76,75,72,64,68,3
75,3772,Fung A Wing,Unknown,4,23,Netherlands,180,78,129,56,70,75,78,76,75,70,67,71,6
75,3775,Ponroy,Unknown,3,20,France,185,75,9,50,69,79,78,73,72,68,66,68,4
75,3777,G. Rae,Unknown,7,28,Scotland,180,65,9,64,69,78,86,75,74,72,76,79,5
75,3781,Danny Simpson,Unknown,4,19,England,175,70,5,64,64,75,78,75,74,70,65,63,4
75,3786,Javier Baraja,Unknown,4,26,Spain,179,79,122,65,68,78,76,77,70,67,68,75,7
75,3790,Stoltz,Unknown,4,30,Sweden,177,74,57,61,66,73,80,74,74,70,66,73,4
75,3800,Boskailo,Unknown,5,18,Sweden,186,83,57,63,66,82,78,73,72,70,64,69,3
75,3808,Gökhan Zan,Unknown,3,25,Turkey,192,85,104,53,76,81,70,71,76,65,65,72,4
75,3812,Yilmaz,Unknown,12,21,Turkey,188,80,104,72,50,82,78,74,67,77,65,71,4
75,3829,Emre Ozkan,Unknown,4,17,Turkey,182,76,104,61,62,73,80,74,74,73,63,67,3
75,3839,Adin,Unknown,8,21,Turkey,173,66,96,67,43,66,76,75,77,75,65,63,4
75,3866,Ferhat Öztorun,Unknown,4,19,Turkey,174,66,30,60,59,67,77,78,75,70,65,66,4
75,3870,Ozgurcan Ozcan,Unknown,12,18,Turkey,184,83,30,69,27,71,69,79,78,75,68,63,4
75,3883,Martsvaladze,Unknown,12,22,Georgia,176,64,85,72,40,69,80,76,79,78,65,66,4
75,3888,Dedechko,Unknown,5,19,Ukraine,186,73,85,58,70,79,80,75,73,74,66,70,4
75,3890,Borja,Unknown,5,25,Spain,185,73,122,68,73,77,80,75,74,74,71,74,5
75,3895,Grau,Unknown,0,26,France,185,77,106,30,71,75,56,67,67,55,60,65,6
75,3904,Juanfran,Unknown,8,21,Spain,181,72,97,71,53,72,74,77,75,71,68,65,8
75,3905,Dame Traore,Unknown,3,20,France,184,73,115,48,72,79,77,73,70,65,66,60,6
75,3912,Pieters,Unknown,4,18,Netherlands,183,78,17,51,66,82,74,77,69,65,64,63,6
75,3919,Marcos,Unknown,4,32,Spain,173,76,122,63,71,68,81,74,72,72,63,76,4
75,3923,Javi Varas,Unknown,0,23,Spain,182,73,47,30,72,77,58,63,66,50,67,68,5
75,3936,A. Ferrari,Unknown,0,20,Italy,194,78,114,30,70,77,56,64,65,45,66,63,4
75,3937,Passarini,Unknown,0,25,Italy,188,80,87,30,72,75,56,65,66,41,65,66,5
75,3947,Denilson,Unknown,5,18,Brazil,178,70,56,63,67,75,78,76,76,78,61,67,4
75,3959,Danns,Unknown,7,23,England,175,70,58,68,62,73,78,75,76,72,69,68,4
75,3967,Taranov,Unknown,3,20,Russia,185,77,105,56,72,79,76,74,72,67,65,64,4
75,3969,Painter,Unknown,4,19,England,183,78,58,62,68,76,75,74,76,65,65,64,4
75,3972,Levels,Unknown,4,19,Germany,185,81,11,65,58,73,77,77,73,71,65,65,4
75,3976,Jonny Evans,Unknown,3,18,Northern Ireland,189,80,120,53,72,78,77,72,71,66,67,68,4
75,3984,Leadbitter,Unknown,7,20,England,175,65,76,72,53,73,75,75,73,77,63,66,4
75,3989,Pirson,Unknown,0,20,Germany,193,80,66,30,74,77,55,63,64,47,68,65,4
75,3997,Brown,Unknown,12,21,England,193,86,76,76,33,82,75,76,75,73,70,72,4
75,3999,Lawrence,Unknown,8,24,England,180,72,76,69,54,77,81,76,77,74,67,72,4
75,4024,Sichone,Unknown,3,29,Zambia,187,78,98,67,74,81,85,84,80,70,70,70,4
75,4038,Stehle,Unknown,3,25,Germany,180,74,98,63,73,75,75,76,72,76,69,71,5
75,4044,Stadel,Unknown,3,19,Germany,188,74,113,53,70,77,75,73,72,69,66,62,6
75,4045,Heidrich,Unknown,5,28,Germany,186,78,98,65,70,80,82,72,76,72,73,70,5
75,4070,Tadic,Unknown,12,18,Croatia,186,74,25,72,38,68,75,76,78,76,63,60,3
75,4074,Heitmeier,Unknown,3,21,Germany,185,77,66,50,70,78,75,73,73,67,68,68,4
75,4091,Tyrala,Unknown,12,18,Germany,171,70,66,67,33,72,72,78,75,76,65,63,4
75,4098,El Fakiri,Unknown,4,29,Norway,180,71,11,69,70,75,80,78,77,82,70,70,5
75,4101,Stroh-Engel,Unknown,12,20,Germany,197,87,68,68,35,90,74,73,67,73,66,68,4
75,4117,Russ,Unknown,3,20,Germany,190,75,68,47,70,81,75,74,73,67,65,65,4
75,4122,Meier,Unknown,9,23,Germany,196,84,68,75,48,85,75,76,68,78,66,72,4
75,4131,Fink,Unknown,5,24,Germany,183,76,68,57,70,75,80,75,75,68,77,78,4
75,4136,Gabulov,Unknown,0,22,Russia,190,80,82,30,72,76,60,63,65,50,65,67,4
75,4139,V. da Silva,Unknown,3,32,Brazil,186,76,140,55,78,75,75,72,78,66,75,70,4
75,4148,Radu,Unknown,11,28,Romania,182,74,140,75,48,76,75,84,82,75,73,80,4
75,4150,Sidney,Unknown,4,27,Brazil,178,76,140,65,60,76,70,75,75,80,74,75,5
75,4154,Bandrowski,Unknown,9,21,Poland,177,75,140,74,45,68,78,79,78,74,77,75,5
75,4155,Schuppan,Unknown,8,20,Germany,187,81,140,75,34,72,74,80,80,74,70,70,4
75,4157,Jungnickel,Unknown,12,24,Germany,179,71,140,70,45,76,76,76,76,72,71,71,5
75,4158,Kioyo,Unknown,12,26,Cameroon,190,85,140,80,35,75,76,74,74,78,70,70,5
75,4197,Demirtas,Unknown,4,21,Germany,174,67,110,66,63,66,81,79,77,72,66,71,4
75,4199,Grigorjev,Unknown,3,21,Russia,188,80,91,55,73,81,75,72,70,65,64,64,4
75,4202,Pekovic,Unknown,9,28,Serbia and Montenegro,189,84,110,73,54,85,76,74,70,77,68,69,4
75,4209,Gai,Unknown,7,23,Ukraine,181,73,21,62,67,77,86,74,78,73,67,76,4
75,4212,Subotic,Unknown,3,17,Serbia and Montenegro,193,88,110,50,74,80,73,74,70,67,67,66,4
75,4223,Klingbeil,Unknown,4,24,Germany,179,76,13,61,69,74,80,75,74,73,68,73,5
75,4225,Feilhaber,Unknown,9,20,United States,175,68,13,70,62,83,75,74,72,86,74,73,6
75,4226,Karl,Unknown,5,19,Germany,191,87,13,56,66,87,76,73,68,68,68,66,4
75,4228,Laas,Unknown,8,21,Germany,175,73,13,65,55,71,77,80,75,74,66,67,4
75,4235,Lala,Unknown,5,30,Albania,172,64,18,67,71,72,85,75,77,76,77,73,5
75,4239,Boffin,Unknown,0,18,Belgium,196,86,8,30,72,74,57,63,67,55,64,65,4
75,4240,Morten Jensen,Unknown,0,18,Germany,188,90,18,30,70,79,56,62,64,50,65,62,4
75,4245,Halfar,Unknown,4,19,Germany,174,72,18,62,62,70,78,77,76,73,66,63,4
75,4248,Nagy,Unknown,8,23,Germany,176,66,18,69,65,72,76,75,73,76,72,75,4
75,4250,Hahne,Unknown,12,20,Germany,173,65,18,69,36,72,76,77,79,73,66,63,4
75,4257,Jendrisek,Unknown,12,20,Slovakia,176,64,18,71,43,70,78,81,83,72,66,70,4
75,4269,Chahed,Unknown,5,23,Germany,178,73,23,55,76,84,77,73,75,71,70,74,4
75,4297,Gentner,Unknown,5,21,Germany,189,73,49,66,65,76,80,76,73,74,65,67,4
75,4305,Hille,Unknown,8,26,Germany,180,70,71,70,35,70,74,78,77,73,72,73,4
75,4321,Sodje,Unknown,3,27,Nigeria,186,76,72,48,70,80,73,77,75,69,70,65,4
75,4327,Dabrowski,Unknown,5,27,Germany,195,82,71,65,72,84,76,75,71,68,70,70,5
75,4329,Trojan,Unknown,8,23,Czech Republic,172,69,71,75,57,75,76,78,80,79,71,70,4
75,4357,Andreasen,Unknown,5,23,Denmark,189,84,27,54,75,86,81,75,71,69,68,71,5
75,4361,Hutchinson,Unknown,4,17,England,182,78,35,56,70,76,76,74,73,67,66,68,4
75,4372,Mancienne,Unknown,3,18,England,184,80,35,52,72,76,75,74,72,68,66,66,4
75,4374,Fischer,Unknown,5,22,Germany,186,78,7,65,67,80,76,76,75,73,65,69,4
75,4391,ter Wielen,Unknown,0,18,Netherlands,195,90,135,30,72,78,58,65,64,46,65,64,5
75,4402,Kampjes,Unknown,0,19,Netherlands,190,82,131,30,70,78,56,63,65,50,64,55,4
75,4406,Nieuwendaal,Unknown,7,20,Netherlands,179,76,73,68,52,69,73,75,76,78,63,66,4
